fp_number,plot_area_sqft,plot_area_sqm,shape_class,frontage_m,depth_m,height_band,envelope_status,placement_status,core_status,skeleton_status,skeleton_valid,compliance_status,fsi_achieved,fsi_max,gc_achieved_pct,gc_permissible_pct,cop_provided_sqft,cop_required_sqft,cop_pct,storey_height_used_m,num_floors_estimated,footprint_width_m,footprint_depth_m,efficiency_pct,core_failed,fallback_road_used,error,strategy_unit_type,strategy_units_per_floor,strategy_floors,strategy_total_units,strategy_fsi_usage_pct,strategy_efficiency_pct
19,706.44,65.63,IRREGULAR,10.785,6.509,HIGH_RISE,COLLAPSED,,,,,,,,,,,,,,,,,,,Y,"Envelope collapsed after applying 4.50 m (14.7638 DXF ft) margin on edge 4 (ROAD, GDCR Table 6.24). The plot is too narrow to accommodate the required setback.",,,,,,
2,3759.45,349.26,IRREGULAR,23.439,16.294,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,1.5394,2.7,30.79,40.0,727.95,375.95,193.63,3.0,5,6.782,15.855,77.29,N,Y,,3BHK,1,5,5,58.32,100.0
20,5150.84,478.53,IRREGULAR,19.355,26.782,HIGH_RISE,TOO_SMALL,,,,,,,,,,,,,,,,,,,Y,Resulting envelope area 24.9 sq.ft is below the minimum buildable threshold of 215.0 sq.ft (~20 sq.m). The plot is too small for the proposed margins.,,,,,,
21,2263.35,210.27,IRREGULAR,22.79,9.898,HIGH_RISE,VALID,NO_FIT,,,,,,,,,,,,,,,,,,Y,Placement failed,,,,,,
22,1707.2,158.6,IRREGULAR,14.758,12.343,HIGH_RISE,TOO_SMALL,,,,,,,,,,,,,,,,,,,Y,Resulting envelope area 128.6 sq.ft is below the minimum buildable threshold of 215.0 sq.ft (~20 sq.m). The plot is too small for the proposed margins.,,,,,,
23,12134.43,1127.33,IRREGULAR,50.926,23.698,HIGH_RISE,VALID,VALID,VALID,SINGLE_LOADED,Y,COMPLIANT,1.6762,2.7,33.52,40.0,1679.06,1213.44,138.37,3.0,5,42.228,8.971,77.88,N,Y,,3BHK,1,5,5,18.07,37.28
24,4630.31,430.17,RECTANGULAR,29.498,14.758,HIGH_RISE,VALID,VALID,VALID,SINGLE_LOADED,Y,NON-COMPLIANT,1.9155,2.7,38.31,40.0,932.34,463.03,201.36,3.0,5,22.929,7.216,67.88,N,Y,,3BHK,1,5,5,47.35,97.93
25,3479.47,323.25,IRREGULAR,18.154,18.305,HIGH_RISE,COLLAPSED,,,,,,,,,,,,,,,,,,,Y,"Envelope collapsed after applying 3.00 m (9.8425 DXF ft) margin on edge 8 (SIDE, GDCR Table 6.26). The plot is too narrow to accommodate the required setback.",,,,,,
26,4084.56,379.47,IRREGULAR,22.105,18.105,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,1.7974,2.7,35.95,40.0,660.68,408.46,161.75,3.0,5,9.341,14.62,75.38,N,Y,,2BHK,2,5,10,73.2,100.0
27,4918.06,456.9,IRREGULAR,22.582,19.79,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,NON-COMPLIANT,1.8011,2.7,36.02,40.0,700.27,491.81,142.39,3.0,5,10.709,15.388,76.61,N,Y,,3BHK,2,5,10,89.17,100.0
28,3977.12,369.49,IRREGULAR,19.12,20.681,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,NON-COMPLIANT,1.8358,2.7,36.72,40.0,562.03,397.71,141.32,3.0,5,11.43,11.887,69.72,N,Y,,2BHK,2,5,10,75.18,100.0
29,1200.7,111.55,IRREGULAR,12.473,9.637,HIGH_RISE,TOO_SMALL,,,,,,,,,,,,,,,,,,,Y,Resulting envelope area 120.4 sq.ft is below the minimum buildable threshold of 215.0 sq.ft (~20 sq.m). The plot is too small for the proposed margins.,,,,,,
3,203.09,18.87,IRREGULAR,4.787,3.962,HIGH_RISE,COLLAPSED,,,,,,,,,,,,,,,,,,,Y,"Envelope collapsed after applying 4.50 m (14.7638 DXF ft) margin on edge 3 (ROAD, GDCR Table 6.24). The plot is too narrow to accommodate the required setback.",,,,,,
31,821.69,76.34,IRREGULAR,9.884,7.859,HIGH_RISE,TOO_SMALL,,,,,,,,,,,,,,,,,,,Y,Resulting envelope area 10.6 sq.ft is below the minimum buildable threshold of 215.0 sq.ft (~20 sq.m). The plot is too small for the proposed margins.,,,,,,
32,5188.84,482.06,IRREGULAR,31.74,16.568,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,0.8783,2.7,17.57,40.0,686.12,518.88,132.23,3.0,5,15.594,5.438,72.68,N,Y,,1BHK,2,5,10,38.42,100.0
33,4437.08,412.22,IRREGULAR,31.733,16.248,HIGH_RISE,COLLAPSED,,,,,,,,,,,,,,,,,,,Y,"Envelope collapsed after applying 4.50 m (14.7638 DXF ft) margin on edge 2 (ROAD, GDCR Table 6.24). The plot is too narrow to accommodate the required setback.",,,,,,
34,16322.14,1516.38,IRREGULAR,38.905,52.393,HIGH_RISE,TOO_SMALL,,,,,,,,,,,,,,,,,,,Y,Resulting envelope area 54.1 sq.ft is below the minimum buildable threshold of 215.0 sq.ft (~20 sq.m). The plot is too small for the proposed margins.,,,,,,
35,1500.28,139.38,IRREGULAR,12.424,11.571,HIGH_RISE,VALID,NO_FIT_CORE,NO_CORE_FIT,,,,,,,,,,,,,6.02,3.886,,Y,Y,Core fit failed,,,,,,
36,7705.43,715.86,IRREGULAR,34.089,25.65,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,0.5157,2.7,10.31,40.0,4412.55,770.54,572.66,3.0,5,16.851,4.385,74.72,N,Y,,2BHK,1,5,5,19.4,100.0
37,5158.1,479.2,IRREGULAR,34.916,14.224,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,1.7031,2.7,34.06,40.0,1289.4,515.81,249.98,3.0,5,29.108,5.615,85.36,N,Y,,3BHK,2,5,10,85.02,100.0
38,2729.52,253.58,RECTANGULAR,9.596,15.598,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,1.6142,2.7,32.28,40.0,529.48,272.95,193.98,3.0,5,10.439,7.849,54.13,N,Y,,,,,,,
39,4194.56,389.69,IRREGULAR,27.951,15.037,HIGH_RISE,VALID,VALID,VALID,SINGLE_LOADED,Y,COMPLIANT,1.6325,2.7,32.65,40.0,835.98,419.46,199.3,3.0,5,20.221,6.306,63.91,N,Y,,3BHK,1,5,5,52.27,100.0
4,4494.11,417.52,IRREGULAR,19.979,21.495,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,1.1009,2.7,22.02,40.0,474.64,449.41,105.61,3.0,5,9.296,9.906,63.66,N,Y,,2BHK,2,5,10,66.53,100.0
40,5970.34,554.66,IRREGULAR,31.176,25.491,HIGH_RISE,VALID,NO_FIT_CORE,NO_CORE_FIT,,,,,,,,,,,,,7.468,3.505,,Y,Y,Core fit failed,,,,,,
41,2852.21,264.98,RECTANGULAR,18.102,14.781,HIGH_RISE,VALID,VALID,VALID,SINGLE_LOADED,Y,COMPLIANT,1.6159,2.7,32.32,40.0,584.36,285.22,204.88,3.0,5,12.116,7.087,53.86,N,Y,,3BHK,1,5,5,76.88,100.0
42,9448.62,877.81,IRREGULAR,31.176,29.747,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,NON-COMPLIANT,1.8836,2.7,37.67,40.0,944.86,944.86,100.0,3.0,5,18.958,17.626,79.58,N,Y,,3BHK,4,5,20,92.82,100.0
43,22692.71,2108.22,RECTANGULAR,56.824,37.546,HIGH_RISE,VALID,VALID,VALID,DOUBLE_LOADED,Y,NON-COMPLIANT,1.9773,2.7,39.55,40.0,2269.28,2269.27,100.0,3.0,5,40.32,20.777,84.27,N,Y,,3BHK,4,5,20,38.65,62.33
44,7346.68,682.53,RECTANGULAR,27.524,24.988,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,NON-COMPLIANT,1.9827,2.7,39.65,40.0,876.5,734.67,119.31,3.0,5,14.747,18.387,80.42,N,Y,,3BHK,3,5,15,89.54,100.0
46,3399.02,315.78,IRREGULAR,16.628,19.795,HIGH_RISE,COLLAPSED,,,,,,,,,,,,,,,,,,,Y,"Envelope collapsed after applying 3.00 m (9.8425 DXF ft) margin on edge 7 (SIDE, GDCR Table 6.26). The plot is too narrow to accommodate the required setback.",,,,,,
47,1385.37,128.71,IRREGULAR,13.276,12.548,HIGH_RISE,TOO_SMALL,,,,,,,,,,,,,,,,,,,Y,Resulting envelope area 199.9 sq.ft is below the minimum buildable threshold of 215.0 sq.ft (~20 sq.m). The plot is too small for the proposed margins.,,,,,,
48,2380.22,221.13,IRREGULAR,26.37,8.349,HIGH_RISE,TOO_SMALL,,,,,,,,,,,,,,,,,,,Y,Resulting envelope area 96.1 sq.ft is below the minimum buildable threshold of 215.0 sq.ft (~20 sq.m). The plot is too small for the proposed margins.,,,,,,
49,2834.33,263.32,IRREGULAR,3.726,26.278,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,0.9784,2.7,19.57,40.0,317.17,283.43,111.9,3.0,5,9.22,5.639,53.8,N,Y,,1BHK,1,5,5,35.16,100.0
5,2297.59,213.45,IRREGULAR,17.25,12.651,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,1.2867,2.7,25.73,40.0,535.59,229.76,233.11,3.0,5,5.182,10.668,66.25,N,Y,,2BHK,1,5,5,65.07,100.0
50,1355.35,125.92,IRREGULAR,17.293,8.321,HIGH_RISE,TOO_SMALL,,,,,,,,,,,,,,,,,,,Y,Resulting envelope area 73.5 sq.ft is below the minimum buildable threshold of 215.0 sq.ft (~20 sq.m). The plot is too small for the proposed margins.,,,,,,
51,2568.11,238.58,RECTANGULAR,23.437,10.217,HIGH_RISE,VALID,NO_FIT,,,,,,,,,,,,,,,,,,Y,Placement failed,,,,,,
52,3241.32,301.13,IRREGULAR,17.707,15.401,HIGH_RISE,VALID,VALID,VALID,SINGLE_LOADED,Y,COMPLIANT,1.5715,2.7,31.43,40.0,620.6,324.13,191.47,3.0,5,12.344,7.696,55.28,N,Y,,3BHK,1,5,5,67.65,100.0
53,1703.65,158.27,IRREGULAR,20.053,8.238,HIGH_RISE,TOO_SMALL,,,,,,,,,,,,,,,,,,,Y,Resulting envelope area 98.8 sq.ft is below the minimum buildable threshold of 215.0 sq.ft (~20 sq.m). The plot is too small for the proposed margins.,,,,,,
54,1735.76,161.26,RECTANGULAR,20.093,8.038,HIGH_RISE,TOO_SMALL,,,,,,,,,,,,,,,,,,,Y,Resulting envelope area 80.8 sq.ft is below the minimum buildable threshold of 215.0 sq.ft (~20 sq.m). The plot is too small for the proposed margins.,,,,,,
55,1736.74,161.35,RECTANGULAR,20.131,8.023,HIGH_RISE,TOO_SMALL,,,,,,,,,,,,,,,,,,,Y,Resulting envelope area 79.4 sq.ft is below the minimum buildable threshold of 215.0 sq.ft (~20 sq.m). The plot is too small for the proposed margins.,,,,,,
56,2981.94,277.03,IRREGULAR,20.146,14.586,HIGH_RISE,VALID,VALID,VALID,SINGLE_LOADED,Y,COMPLIANT,0.9436,2.7,18.87,40.0,573.44,298.19,192.31,3.0,5,8.077,6.477,38.5,N,Y,,,,,,,
57,9301.83,864.17,IRREGULAR,41.64,22.257,HIGH_RISE,VALID,VALID,VALID,SINGLE_LOADED,Y,COMPLIANT,1.7819,2.7,35.64,40.0,1341.0,930.18,144.17,3.0,5,32.817,9.4,75.91,N,Y,,2BHK,2,5,10,32.14,64.06
58,5172.9,480.58,RECTANGULAR,29.157,16.469,HIGH_RISE,COLLAPSED,,,,,,,,,,,,,,,,,,,Y,"Envelope collapsed after applying 3.00 m (9.8425 DXF ft) margin on edge 2 (SIDE, GDCR Table 6.26). The plot is too narrow to accommodate the required setback.",,,,,,
59,2567.39,238.52,RECTANGULAR,16.795,14.205,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,1.5165,2.7,30.33,40.0,542.23,256.74,211.2,3.0,5,6.706,10.82,66.73,N,Y,,1BHK,2,5,10,77.64,100.0
6,2562.14,238.03,IRREGULAR,20.819,12.46,HIGH_RISE,VALID,NO_FIT,,,,,,,,,,,,,,,,,,Y,Placement failed,,,,,,
60,1920.0,178.37,RECTANGULAR,16.799,10.621,HIGH_RISE,VALID,NO_FIT,,,,,,,,,,,,,,,,,,Y,Placement failed,,,,,,
61,8164.37,758.49,IRREGULAR,31.527,24.823,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,NON-COMPLIANT,1.9462,2.7,38.92,40.0,959.17,816.44,117.48,3.0,5,14.178,20.824,82.71,N,Y,,3BHK,3,5,15,80.57,100.0
62,3766.91,349.96,IRREGULAR,19.459,17.9,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,1.7031,2.7,34.06,40.0,593.39,376.69,157.53,3.0,5,11.887,10.058,64.21,N,Y,,2BHK,2,5,10,79.37,100.0
63,9283.22,862.44,IRREGULAR,46.384,20.311,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,1.7198,2.7,34.4,40.0,1345.17,928.32,144.9,3.0,5,8.109,36.583,90.16,N,Y,,2BHK,2,5,10,32.21,56.08
64,3358.09,311.98,IRREGULAR,18.794,17.91,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,1.6482,2.7,32.96,40.0,535.18,335.81,159.37,3.0,5,10.973,9.373,61.59,N,Y,,1BHK,3,5,15,89.04,100.0
65,8232.78,764.85,IRREGULAR,38.308,17.617,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,1.0623,2.7,21.25,40.0,1366.09,823.28,165.93,3.0,5,10.009,16.254,77.85,N,Y,,3BHK,2,5,10,53.27,100.0
66,1951.85,181.33,IRREGULAR,22.009,8.415,HIGH_RISE,TOO_SMALL,,,,,,,,,,,,,,,,,,,Y,Resulting envelope area 142.9 sq.ft is below the minimum buildable threshold of 215.0 sq.ft (~20 sq.m). The plot is too small for the proposed margins.,,,,,,
67,3625.47,336.82,IRREGULAR,21.439,16.127,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,NON-COMPLIANT,1.8572,2.7,37.14,40.0,659.86,362.55,182.01,3.0,5,8.634,14.518,75.2,N,Y,,2BHK,2,5,10,82.47,100.0
68,3750.16,348.4,IRREGULAR,21.278,16.443,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,NON-COMPLIANT,1.9319,2.7,38.64,40.0,687.08,375.02,183.21,3.0,5,8.829,15.251,76.39,N,Y,,2BHK,2,5,10,79.73,100.0
69,2576.04,239.32,IRREGULAR,21.279,11.247,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,1.19,2.7,23.8,40.0,687.1,257.6,266.73,3.0,5,15.253,3.735,72.07,N,Y,,1BHK,2,5,10,77.38,100.0
7,2712.0,251.95,IRREGULAR,18.002,14.603,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,1.4348,2.7,28.7,40.0,562.8,271.2,207.52,3.0,5,6.02,12.04,70.1,N,Y,,3BHK,1,5,5,80.85,100.0
70,3522.29,327.23,IRREGULAR,20.331,16.268,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,1.7924,2.7,35.85,40.0,644.75,352.23,183.05,3.0,5,8.763,13.411,73.16,N,Y,,2BHK,2,5,10,84.89,100.0
71,4927.63,457.79,IRREGULAR,24.936,19.929,HIGH_RISE,COLLAPSED,,,,,,,,,,,,,,,,,,,Y,"Envelope collapsed after applying 3.00 m (9.8425 DXF ft) margin on edge 6 (SIDE, GDCR Table 6.26). The plot is too narrow to accommodate the required setback.",,,,,,
72,2908.78,270.23,IRREGULAR,21.28,14.032,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,1.1873,2.7,23.75,40.0,657.23,290.88,225.95,3.0,5,15.298,4.215,72.15,N,Y,,1BHK,2,5,10,68.53,100.0
73,3907.02,362.97,IRREGULAR,26.482,15.594,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,0.7999,2.7,16.0,40.0,390.7,390.7,100.0,3.0,5,14.104,4.123,69.8,N,Y,,1BHK,2,5,10,51.02,100.0
74,4280.83,397.7,IRREGULAR,20.187,21.135,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,1.5736,2.7,31.47,40.0,590.2,428.08,137.87,3.0,5,11.887,10.592,66.01,N,Y,,2BHK,2,5,10,69.85,100.0
75,3315.12,307.98,IRREGULAR,23.559,16.573,HIGH_RISE,VALID,NO_FIT_CORE,NO_CORE_FIT,,,,,,,,,,,,,5.105,4.191,,Y,Y,Core fit failed,,,,,,
76,4441.59,412.64,IRREGULAR,23.559,17.307,HIGH_RISE,VALID,NO_FIT,,,,,,,,,,,,,,,,,,Y,Placement failed,,,,,,
77,3907.67,363.03,IRREGULAR,24.508,15.255,HIGH_RISE,VALID,VALID,VALID,SINGLE_LOADED,Y,NON-COMPLIANT,1.8199,2.7,36.4,40.0,734.7,390.77,188.01,3.0,5,17.112,7.761,63.49,N,Y,,3BHK,1,5,5,56.11,100.0
78,3404.96,316.33,IRREGULAR,25.425,12.858,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,1.4894,2.7,29.79,40.0,794.86,340.5,233.44,3.0,5,18.745,5.051,77.27,N,Y,,2BHK,2,5,10,87.81,100.0
79,19418.5,1804.04,IRREGULAR,25.64,57.996,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,0.8606,2.7,17.21,40.0,5269.51,1941.85,271.37,3.0,5,14.347,21.692,83.4,N,Y,,3BHK,3,5,15,33.87,100.0
8,6206.58,576.61,IRREGULAR,32.63,18.025,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,0.9142,2.7,18.28,40.0,1018.66,620.66,164.13,3.0,5,10.058,10.516,65.77,N,Y,,2BHK,2,5,10,48.17,100.0
80,3470.6,322.43,IRREGULAR,19.297,16.763,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,NON-COMPLIANT,1.899,2.7,37.98,40.0,620.42,347.06,178.76,3.0,5,13.259,9.296,61.28,N,Y,,STUDIO,4,5,20,80.41,100.0
81,5215.06,484.49,IRREGULAR,31.573,15.354,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,NON-COMPLIANT,1.996,2.7,39.92,40.0,1018.53,521.51,195.3,3.0,5,7.657,25.308,85.78,N,Y,,3BHK,1,5,5,42.04,66.17
82,5890.26,547.22,IRREGULAR,26.443,20.707,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,1.7387,2.7,34.77,40.0,853.22,589.03,144.85,3.0,5,9.325,20.452,82.4,N,Y,,3BHK,2,5,10,74.45,100.0
83,3683.94,342.25,IRREGULAR,26.479,12.935,HIGH_RISE,COLLAPSED,,,,,,,,,,,,,,,,,,,Y,"Envelope collapsed after applying 3.00 m (9.8425 DXF ft) margin on edge 5 (REAR, GDCR Table 6.26). The plot is too narrow to accommodate the required setback.",,,,,,
84,3472.78,322.63,IRREGULAR,31.573,10.222,HIGH_RISE,VALID,NO_FIT,,,,,,,,,,,,,,,,,,Y,Placement failed,,,,,,
85,3684.9,342.34,IRREGULAR,10.858,31.55,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,1.7036,2.7,34.07,40.0,368.49,368.49,100.0,3.0,5,24.02,4.877,82.26,N,Y,,3BHK,1,5,5,59.5,100.0
86,4507.91,418.8,IRREGULAR,31.514,14.365,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,1.5159,2.7,30.32,40.0,977.86,450.79,216.92,3.0,5,5.201,24.444,85.27,N,Y,,3BHK,1,5,5,48.64,100.0
87,3657.03,339.75,IRREGULAR,18.896,18.575,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,NON-COMPLIANT,1.9053,2.7,38.11,40.0,567.05,365.7,155.06,3.0,5,10.287,12.649,71.54,N,Y,,2BHK,2,5,10,81.76,100.0
88,10176.87,945.46,IRREGULAR,42.413,22.814,HIGH_RISE,VALID,VALID,VALID,DOUBLE_LOADED,Y,NON-COMPLIANT,1.9209,2.7,38.42,40.0,1325.51,1017.69,130.25,3.0,5,32.525,11.239,77.62,N,Y,,3BHK,2,5,10,43.09,77.53
89,3662.78,340.28,IRREGULAR,22.411,15.613,HIGH_RISE,VALID,VALID,VALID,SINGLE_LOADED,Y,COMPLIANT,1.7502,2.7,35.0,40.0,664.77,366.28,181.49,3.0,5,14.783,8.086,60.62,N,Y,,3BHK,1,5,5,59.86,100.0
9,4861.96,451.69,IRREGULAR,33.527,13.692,HIGH_RISE,VALID,VALID,VALID,SINGLE_LOADED,Y,NON-COMPLIANT,1.8198,2.7,36.4,40.0,1051.81,486.2,216.33,3.0,5,26.612,6.214,67.77,N,Y,,3BHK,1,5,5,45.1,98.16
90,186.1,17.29,IRREGULAR,4.728,3.716,HIGH_RISE,COLLAPSED,,,,,,,,,,,,,,,,,,,Y,"Envelope collapsed after applying 4.50 m (14.7638 DXF ft) margin on edge 0 (ROAD, GDCR Table 6.24). The plot is too narrow to accommodate the required setback.",,,,,,
91,4733.39,439.75,IRREGULAR,23.178,15.621,HIGH_RISE,VALID,NO_FIT,,,,,,,,,,,,,,,,,,Y,Placement failed,,,,,,
92,2902.53,269.65,IRREGULAR,17.195,16.069,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,1.6711,2.7,33.42,40.0,534.2,290.25,184.05,3.0,5,8.458,10.668,66.25,N,Y,,1BHK,2,5,10,68.68,100.0
93,2923.54,271.61,IRREGULAR,16.938,16.386,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,1.6789,2.7,33.58,40.0,535.09,292.35,183.03,3.0,5,8.611,10.592,66.01,N,Y,,1BHK,2,5,10,68.18,100.0
94/1,4619.11,429.13,IRREGULAR,22.123,19.807,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,NON-COMPLIANT,1.9391,2.7,38.78,40.0,713.44,461.91,154.45,3.0,5,15.335,10.862,66.86,N,Y,,2BHK,3,5,15,97.1,100.0
94/2,647.1,60.12,IRREGULAR,8.822,7.215,HIGH_RISE,COLLAPSED,,,,,,,,,,,,,,,,,,,Y,"Envelope collapsed after applying 4.50 m (14.7638 DXF ft) margin on edge 4 (ROAD, GDCR Table 6.24). The plot is too narrow to accommodate the required setback.",,,,,,
95,2343.08,217.68,IRREGULAR,19.821,11.075,HIGH_RISE,VALID,NO_FIT_CORE,NO_CORE_FIT,,,,,,,,,,,,,13.792,3.581,,Y,Y,Core fit failed,,,,,,
96,8542.79,793.65,IRREGULAR,22.092,31.249,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,0.3209,2.7,6.42,40.0,1290.63,854.28,151.08,3.0,5,11.963,4.267,64.39,N,Y,,,,,,,
97,1427.84,132.65,IRREGULAR,18.136,7.322,HIGH_RISE,COLLAPSED,,,,,,,,,,,,,,,,,,,Y,"Envelope collapsed after applying 3.00 m (9.8425 DXF ft) margin on edge 2 (REAR, GDCR Table 6.26). The plot is too narrow to accommodate the required setback.",,,,,,
98,5315.46,493.82,IRREGULAR,27.302,18.264,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,NON-COMPLIANT,1.9301,2.7,38.6,40.0,844.0,531.55,158.78,3.0,5,9.607,19.848,81.86,N,Y,,3BHK,2,5,10,82.5,100.0
99,2464.75,228.98,IRREGULAR,18.196,12.803,HIGH_RISE,VALID,VALID,VALID,END_CORE,Y,COMPLIANT,1.2834,2.7,25.67,40.0,549.06,246.47,222.77,3.0,5,11.354,5.182,62.48,N,Y,,,,,,,
